# MALHEUR (0.5.4) - Automatic Analysis of Malware Behavior
# Copyright (c) 2009-2012 Konrad Rieck (konrad@mlsec.org)
# University of Goettingen, Berlin Institute of Technology
# ---
# Prototypes for reference_mist.tar.gz
# Number of prototypes: 332
# Compression of prototypes: 10.6 %
# Precision of prototypes: 94.7 %
# ---
# <report> <prototype> <distance>
refset/52c09d3c68669f0df560434b57286b3f5dd8fac4.VIKING_DLL refset/422c7f0655a7ceff4860b7031efc48dfa4198098.VIKING_DLL 0.144949
refset/52de787f8ae298faf94aca45858d86cbac59dedc.CASINO refset/0058780b175c3ce5e244f595951f611b8a24bee2.CASINO 0.337684
refset/52e5a53a4e3864e85eb372e76fc8de548029c570.ALLAPLE refset/135ab6d4fde54c928181819f67d2838aa9eeef57.ALLAPLE 0.317533
refset/5313079dd27d04f2e7241b8de5458db9dd36c490.ROTATOR refset/3f02115c6793d94d8bfb5f23a0b1ea72f4257fc2.ROTATOR 0.542012
refset/53289780321af2b180e0f60b1c803a401a2382d7.LDPINCH refset/02327e2a1f09f5da235cb09257a0650c95226058.LDPINCH 0
refset/533ffc980b1ec97cfabf157921fd215fa17605c4.SPYGAMES refset/d3988e4e2727c4dd37f68d0c3035203faf3e57f8.SPYGAMES 0.223869
refset/5363cd4c662f30283ec4894dd11f568d4f3824c2.VIKING_DLL refset/422c7f0655a7ceff4860b7031efc48dfa4198098.VIKING_DLL 0.140955
refset/536d652035500713aca276aa68b0dec00735108e.SALITY refset/73ccca1b7c5c6da2622b0a18bd5dd818eaa86b15.SALITY 0.432911
refset/536eddd7e52e9b9f565d9a4603c2e7d0d3bb1f0d.ROTATOR refset/bda76bba4da7feca4c8332033e56405ac67a6c1b.ROTATOR 0.507156
refset/53ac836ce977a534a9b19b3431da7d6910450502.EJIK refset/55ad492e7ba654cbf6f6908ec1ef2a36dc552085.EJIK 0.446428
refset/53cd6b3806ff459eb60ded7d4b4e5d330787c151.CASINO refset/0058780b175c3ce5e244f595951f611b8a24bee2.CASINO 0.339055
refset/53deac71cf2f3f2851f3bb558575488bf8fcae0a.ZHELATIN refset/53deac71cf2f3f2851f3bb558575488bf8fcae0a.ZHELATIN 0.000422589
refset/53e00f018dfee41ec37a13dffce817da39295679.LOOPER refset/53e00f018dfee41ec37a13dffce817da39295679.LOOPER 4.31584e-05
refset/53ee6d2c443386c96279688397c56426a8bc97eb.ALLAPLE refset/135ab6d4fde54c928181819f67d2838aa9eeef57.ALLAPLE 0.34645
refset/541a242b0376df91ee2fc72bde2eba1733eaf587.EJIK refset/55ad492e7ba654cbf6f6908ec1ef2a36dc552085.EJIK 0.446428
refset/541b7b321da3185acb58ac1bbfe2cf099318cfb5.SPYGAMES refset/d3988e4e2727c4dd37f68d0c3035203faf3e57f8.SPYGAMES 0.360888
refset/543220f9fd4b0e771344f4d4410ac2f15b55bba8.MAGICCASINO refset/5717382026e3115e738e0b600ef74a74e9ea0599.MAGICCASINO 0.280483
refset/543cbbcfe9cb0d248708883a0b1f0650ce310014.MAGICCASINO refset/5717382026e3115e738e0b600ef74a74e9ea0599.MAGICCASINO 0.232004
refset/543e6c117bd60d674fb4de30264890750da3a5dd.ADULTBROWSER refset/b9c47d6e5247dd629325ce23bc9f4afd9b988ca3.ADULTBROWSER 0.142581
refset/544126aab84f6a8578cb512adec141c12831eb0f.LOOPER refset/544126aab84f6a8578cb512adec141c12831eb0f.LOOPER 0.000327265
refset/544cf03c267b3a10cab4caf094914958649106c6.ADULTBROWSER refset/b9c47d6e5247dd629325ce23bc9f4afd9b988ca3.ADULTBROWSER 0.134804
refset/5469ba1ae314e0f946d2274421739af572eaada0.LOOPER refset/5469ba1ae314e0f946d2274421739af572eaada0.LOOPER 0.000388425
refset/547454aa88902842b3d2e2a56490040c696355f2.VIRUT refset/beb7e4858059e39e7535307a8463c9583abbd5fe.VIRUT 0.551519
refset/548ac9e3399d85a52eb5b9add5ecdf6184e5ca3d.PODNUHA refset/39cd410ca6955649b7e0e096ae6b000278501332.PODNUHA 0.327906
refset/548c4e8c953a2e70dd5297234e53b78de99444bd.LDPINCH refset/02327e2a1f09f5da235cb09257a0650c95226058.LDPINCH 0
refset/5491aedbae6b93c8e50e482a55f9c6a11fc2ff13.WOIKOINER refset/a98177333fd90d7708107322bc4ed99f33cc9d62.WOIKOINER 0.343513
refset/54a9ab7e85d875a459cb61c29a04e597832aec98.VIKING_DLL refset/460267fbea2bd7810e7466c7c8bb4cdb593e20b3.VIKING_DLL 0.0564565
refset/54af21ff5a4b7445e77c6b6ac034b5a61cc068e0.LOOPER refset/54af21ff5a4b7445e77c6b6ac034b5a61cc068e0.LOOPER 0.000164342
refset/54d213d37d9dea502a5acd15afd6eef4f645a2a6.ROTATOR refset/3f02115c6793d94d8bfb5f23a0b1ea72f4257fc2.ROTATOR 0.553223
refset/54d9817be4c49d374ded7dac65e63d9289970f47.RBOT refset/d3988e4e2727c4dd37f68d0c3035203faf3e57f8.SPYGAMES 0.491749
refset/54ec43b7123a3abc3a89c6a7f3c0e009bbf45191.CASINO refset/0058780b175c3ce5e244f595951f611b8a24bee2.CASINO 0.323269
refset/54ec9234bcad41af81aeef9e71197df3dfb5a668.VIKING_DLL refset/460267fbea2bd7810e7466c7c8bb4cdb593e20b3.VIKING_DLL 0.0978107
refset/54f49605c8aaf525d2c5e44b3422bf916808ca34.ROTATOR refset/bda76bba4da7feca4c8332033e56405ac67a6c1b.ROTATOR 0.489742
refset/55009c89a46828d2f1e2ad78c6da516036ea8fc2.PORNDIALER refset/0510f72899c1499022bf235bde1ce51201b36d72.PORNDIALER 0.0763609
refset/55037a09b190bba77ff2ca9aa71c0e5af7376575.EJIK refset/55ad492e7ba654cbf6f6908ec1ef2a36dc552085.EJIK 0.476404
refset/5517211e034674f63f60f1c15c7aa3ca1ad9b0f8.ROTATOR refset/0a55c0c00f005ff80f20f2c10132fddf6afc397f.ROTATOR 0.321539
refset/55197eee424360c9752d72f8cefb405dabfa5776.ROTATOR refset/bda76bba4da7feca4c8332033e56405ac67a6c1b.ROTATOR 0.514995
refset/5519dca6f6fa03a76ca9f52f28a1118eec414cca.SPYGAMES refset/d3988e4e2727c4dd37f68d0c3035203faf3e57f8.SPYGAMES 0.179975
refset/554d68e72bb97a481ec71ceeddf54b54c7a549fa.PORNDIALER refset/0510f72899c1499022bf235bde1ce51201b36d72.PORNDIALER 0.000294301
refset/555fc5dd9f4e88dbe001dc601e41da4cdbdadf25.RBOT refset/d3988e4e2727c4dd37f68d0c3035203faf3e57f8.SPYGAMES 0.448661
refset/5591410ce3b7c972ac3eeb773e494350c5286137.PORNDIALER refset/0510f72899c1499022bf235bde1ce51201b36d72.PORNDIALER 0.000294301
refset/5597b02bc423b0ec4272007a8998da1c9f04fa80.MAGICCASINO refset/5717382026e3115e738e0b600ef74a74e9ea0599.MAGICCASINO 0.378215
refset/559be9774d0f2fca95829028ec1cc342ef2fb0cf.VIKING_DLL refset/422c7f0655a7ceff4860b7031efc48dfa4198098.VIKING_DLL 0.144949
refset/55ab2921b52889541468f93af8e8efb60049ab0b.EJIK refset/55ad492e7ba654cbf6f6908ec1ef2a36dc552085.EJIK 0.463212
refset/55ad492e7ba654cbf6f6908ec1ef2a36dc552085.EJIK refset/55ad492e7ba654cbf6f6908ec1ef2a36dc552085.EJIK 0
refset/55b5145746213f1b67114b122582b06c68039f4a.PODNUHA refset/39cd410ca6955649b7e0e096ae6b000278501332.PODNUHA 0.327906
refset/55ca2cb964a23579acf470d1889abf2c88965f6e.EJIK refset/55ad492e7ba654cbf6f6908ec1ef2a36dc552085.EJIK 0.446428
refset/55cf09daf07fba5037c965b179b0122d0f29d79b.VIKING_DZ refset/6bc6dc01ce05d3fe5b3061777839e809b624e4ee.VIKING_DZ 0.592228
refset/55dd7467a27392363452d085d8f53b14072f9949.LDPINCH refset/c9cd66d003dbf237d295c02903adf7a6f2b768cc.VIRUT 0.45739
refset/55f04cd2f023cf8443fe04b85fa0bbf7c03c15ae.EJIK refset/55ad492e7ba654cbf6f6908ec1ef2a36dc552085.EJIK 0.449581
refset/560a3b31c9b48a1cc850fbea794d6c736bc7bb2a.ROTATOR refset/bda76bba4da7feca4c8332033e56405ac67a6c1b.ROTATOR 0.506943
refset/562eb5b4f8816171245c65b2d43836a11b154612.ADULTBROWSER refset/b9c47d6e5247dd629325ce23bc9f4afd9b988ca3.ADULTBROWSER 0.117882
refset/5632e1fb576419efecc840737fa7bd468fb4391e.EJIK refset/55ad492e7ba654cbf6f6908ec1ef2a36dc552085.EJIK 0.463212
refset/5641937a44aa087877efb679b6ac151918599bec.SPYGAMES refset/d3988e4e2727c4dd37f68d0c3035203faf3e57f8.SPYGAMES 0.196124
refset/565eed4c214429fcce0cd5c127f4ad8d9bc55cff.VIRUT refset/05f0e8543ad7304d54fe11e614b826fc5e744db2.VIRUT 0.555883
refset/566ffc91b0960248d5b793290ff29e9be37bb55b.ALLAPLE refset/135ab6d4fde54c928181819f67d2838aa9eeef57.ALLAPLE 0.312581
refset/5674e6dd1105e15243561bc14796f691295be315.WOIKOINER refset/a98177333fd90d7708107322bc4ed99f33cc9d62.WOIKOINER 0.347529
refset/568d5c1a4f74d3f15d4b2c40a92e5f8744d2e6d3.VIKING_DLL refset/422c7f0655a7ceff4860b7031efc48dfa4198098.VIKING_DLL 0.121452
refset/56963812a00f8a0f88a531f1c0e5a92c26ed07a9.CASINO refset/de41187750d4dd0df678ec8a74dee8a83502b6f6.CASINO 0.507784
refset/569a509737cf36c85b504f99b5178b82d25100ea.SWIZZOR refset/078dc557bb1c8fbfb88dec6802b8c47537c2dc05.SWIZZOR 0.303645
refset/56b8be6da999ef3787ca28ce24984310b4f34f78.SPYGAMES refset/d3988e4e2727c4dd37f68d0c3035203faf3e57f8.SPYGAMES 0.248867
refset/56d1bd24683a07ce5f28b82ab38b077b82726e0d.ALLAPLE refset/135ab6d4fde54c928181819f67d2838aa9eeef57.ALLAPLE 0.323499
refset/5717382026e3115e738e0b600ef74a74e9ea0599.MAGICCASINO refset/5717382026e3115e738e0b600ef74a74e9ea0599.MAGICCASINO 0.000289515
refset/5742230622f6cb72d767d6a015b3d42b59919fc8.SALITY refset/66422bb4808240fc4c0969c6ada0cd58cf9cf433.SALITY 0.488501
refset/5755b92482c543b90b0575d4d59679a9798e695f.PODNUHA refset/39cd410ca6955649b7e0e096ae6b000278501332.PODNUHA 0.327906
refset/575e83e75606776e73d7e3fd8272cc02fb86c0c0.ROTATOR refset/0a55c0c00f005ff80f20f2c10132fddf6afc397f.ROTATOR 0.322604
refset/579ba69d06509d8602a6e1f6a0de9c75307b3ab6.VIRUT refset/05f0e8543ad7304d54fe11e614b826fc5e744db2.VIRUT 0.482709
refset/57a07710a983b70c17e7f91bbad8bd436a12be4d.PODNUHA refset/39cd410ca6955649b7e0e096ae6b000278501332.PODNUHA 0.327906
refset/57ba63c1fc47e745c3aed0f3c7123be58f0bde87.ZHELATIN refset/57ba63c1fc47e745c3aed0f3c7123be58f0bde87.ZHELATIN 0.000263186
refset/57bf3cd37a4dde899e6d58968ddc415193528790.SPYGAMES refset/d3988e4e2727c4dd37f68d0c3035203faf3e57f8.SPYGAMES 0.248867
refset/57d41d9297fb3c85a9619f9e3284cf42d09f19c9.MAGICCASINO refset/5717382026e3115e738e0b600ef74a74e9ea0599.MAGICCASINO 0.300863
refset/580b3af4ae966e3a237a6a1ea0978013019f7cd0.CASINO refset/0058780b175c3ce5e244f595951f611b8a24bee2.CASINO 0.356339
refset/581d2a0a83ccab411a7a295ea754e37b8fadfb94.ADULTBROWSER refset/b9c47d6e5247dd629325ce23bc9f4afd9b988ca3.ADULTBROWSER 0.142581
refset/58311fc7cfc24e16e8dea5496711d676610f5ed7.WOIKOINER refset/a98177333fd90d7708107322bc4ed99f33cc9d62.WOIKOINER 0.347529
refset/583c1e075afb24b6165199bc17e86f68659218dc.BANCOS refset/0e2ab5a0306a5d68a01ba5e693d6f16110f25497.BANCOS 0.541464
refset/58436962e792df19623b2d8984711673ab885fe9.POISON refset/58436962e792df19623b2d8984711673ab885fe9.POISON 0.000202431
refset/58b27271467958c2e15b708f960d5fb6a1b5dd85.SALITY refset/c4bd721e688ad33ec5899c0b446ce76cbe89505e.SALITY 0.46479
refset/58b48bff99f1e7ca459796a01a0cfb03185a3c4d.ADULTBROWSER refset/b9c47d6e5247dd629325ce23bc9f4afd9b988ca3.ADULTBROWSER 0.138675
refset/58c5c94d5ff65132a797d728490a39f5bb56b72c.VAPSUP refset/07fc2ba5c4b27f517887093d502644d695536cf7.VAPSUP 0.355142
refset/58ca981b8c6d712a1290b9a4f00f133faa105cfa.VIKING_DZ refset/58ca981b8c6d712a1290b9a4f00f133faa105cfa.VIKING_DZ 0
refset/58d7835fb0916b196bf231fd972bca88487bf311.ALLAPLE refset/135ab6d4fde54c928181819f67d2838aa9eeef57.ALLAPLE 0.333236
refset/58db5cea15b177d97859e1e282e6dfddad0a7289.BANCOS refset/0e2ab5a0306a5d68a01ba5e693d6f16110f25497.BANCOS 0.224463
refset/58f2644584816709ea62f1c2a4ece54dacee0c6e.CASINO refset/0058780b175c3ce5e244f595951f611b8a24bee2.CASINO 0.296818
refset/59098519f70fbd3c6073fe843fa67c9dfda2a508.ZHELATIN refset/59098519f70fbd3c6073fe843fa67c9dfda2a508.ZHELATIN 0
refset/59148ae75ce8271ac554522011c780b1a7c2e34f.LOOPER refset/59148ae75ce8271ac554522011c780b1a7c2e34f.LOOPER 0.000347954
refset/591d72d9c25a8e2fde38e8036cb7be308d3f1d58.VAPSUP refset/9accc414317a9b9c96c64944b75cf1b49bc856f6.VAPSUP 0.348855
refset/59835693812ad49f9d3e16434127825891c06159.ROTATOR refset/bda76bba4da7feca4c8332033e56405ac67a6c1b.ROTATOR 0.49197
refset/59ae439f15cc171b8f5a5eb6bd32554e8901614a.VIKING_DLL refset/422c7f0655a7ceff4860b7031efc48dfa4198098.VIKING_DLL 0.142965
refset/59afff5b1f1f228f1c71ac30bbe4d86471e9aa3a.ALLAPLE refset/135ab6d4fde54c928181819f67d2838aa9eeef57.ALLAPLE 0.327835
refset/59b85e3dc0cce947f4b53d020985079816781cee.PODNUHA refset/39cd410ca6955649b7e0e096ae6b000278501332.PODNUHA 0.327906
refset/59c17f72ebe9971ef995234e619df85ddbbce0f2.ADULTBROWSER refset/b9c47d6e5247dd629325ce23bc9f4afd9b988ca3.ADULTBROWSER 0.142581
refset/59d499b83920f797ca7252daa95f36293f49b8f5.ALLAPLE refset/135ab6d4fde54c928181819f67d2838aa9eeef57.ALLAPLE 0.331654
refset/59d86ba2c8d69a1b71e864f6e054345dfe64f89d.EJIK refset/55ad492e7ba654cbf6f6908ec1ef2a36dc552085.EJIK 0.446428
refset/5a2d0fd5edd4acb120dc0c6858fc4c46ed9eed59.LDPINCH refset/02327e2a1f09f5da235cb09257a0650c95226058.LDPINCH 0
refset/5a4d6209a2faec162befb11c8058cee0ba361968.FLYSTUDIO refset/5a4d6209a2faec162befb11c8058cee0ba361968.FLYSTUDIO 0
refset/5a7c3a097542667658ad47ab6c138cc658556942.ROTATOR refset/bda76bba4da7feca4c8332033e56405ac67a6c1b.ROTATOR 0.506621
refset/5a821cbc1491dcc3202adefe849f4ae9cfac98ae.SPYGAMES refset/d3988e4e2727c4dd37f68d0c3035203faf3e57f8.SPYGAMES 0.204429
refset/5ac1cd190054b193c232bbf25bce5d28a826518c.ROTATOR refset/3f02115c6793d94d8bfb5f23a0b1ea72f4257fc2.ROTATOR 0.551021
refset/5ae16422f4c826ac473430359f975162598dca62.ADULTBROWSER refset/b9c47d6e5247dd629325ce23bc9f4afd9b988ca3.ADULTBROWSER 0.138675
refset/5af1f09c8b04acdf19bf137d5e6aee97bc6b1729.SWIZZOR refset/078dc557bb1c8fbfb88dec6802b8c47537c2dc05.SWIZZOR 0.30546
refset/5af3a86c04488c1a43fb9d5417d3d474f9220632.ROTATOR refset/3f02115c6793d94d8bfb5f23a0b1ea72f4257fc2.ROTATOR 0.513175
refset/5b0348cf585236e64b4297ccb9dce07528c666c0.VIRUT refset/d3988e4e2727c4dd37f68d0c3035203faf3e57f8.SPYGAMES 0.518411
refset/5b083a3af3a11c528b1cff499919e9adb04f4c97.DORFDO refset/7c2bc7b2aefc0ca0709bcf763c7e4c4a2fb5cb35.ZHELATIN 0.521288
refset/5b19c13c0b295172f02d158f26c2518f315db7d3.LOOPER refset/5b19c13c0b295172f02d158f26c2518f315db7d3.LOOPER 8.63167e-05
refset/5b20ff08885497eba865373572c02dd4517311c4.ROTATOR refset/bda76bba4da7feca4c8332033e56405ac67a6c1b.ROTATOR 0.487848
refset/5b25b40df8014260a5e32a635a4b30751f73330e.PODNUHA refset/39cd410ca6955649b7e0e096ae6b000278501332.PODNUHA 0.327906
refset/5b46376454a393fb829aed3b63b6f187897f2b06.BANCOS refset/0e2ab5a0306a5d68a01ba5e693d6f16110f25497.BANCOS 0.22394
refset/5b6743f319d053c8571c55b7508069c3bbabb93f.RBOT refset/d3988e4e2727c4dd37f68d0c3035203faf3e57f8.SPYGAMES 0.495663
refset/5b7edb7988307e8b1d856b965b40215706537cc9.PODNUHA refset/39cd410ca6955649b7e0e096ae6b000278501332.PODNUHA 0.327906
refset/5b913cfdef15f102451faef0de101fe64408fe36.MAGICCASINO refset/5717382026e3115e738e0b600ef74a74e9ea0599.MAGICCASINO 0.358274
refset/5ba2b0d275dd1de9f50ffb9fae2e736a4b9d1bf4.VIRUT refset/d3988e4e2727c4dd37f68d0c3035203faf3e57f8.SPYGAMES 0.495885
refset/5badcae273c8e5b45f71aca83930e88e90b2032c.SPYGAMES refset/d3988e4e2727c4dd37f68d0c3035203faf3e57f8.SPYGAMES 0.223869
refset/5bcec06f2e5b7968613e7f4b66433284950f7ed8.LOOPER refset/9d224249b61cdbbd875fd6ead0a407a09a6f336c.LOOPER 0.632414
refset/5bddf2710d37b19f9d1a22891c9f6f01da120a97.ADULTBROWSER refset/b9c47d6e5247dd629325ce23bc9f4afd9b988ca3.ADULTBROWSER 0.142581
refset/5bdfada8c2af3bb29978c8b8fb2b140ba45ea19c.VIRUT refset/05f0e8543ad7304d54fe11e614b826fc5e744db2.VIRUT 0.498629
refset/5be80039598c26e6b925a23a028577b1136a42ea.SALITY refset/fc7b5d7252a5ec6477a81722515cc7c2ffba9498.SALITY 0.47326
refset/5befaa05a95ea817ffebfb8a6d9b8cf7a229b1e9.ALLAPLE refset/135ab6d4fde54c928181819f67d2838aa9eeef57.ALLAPLE 0.305033
refset/5bfeb70a3aa8851f32c639a51546499be32ea8a1.SPYGAMES refset/d3988e4e2727c4dd37f68d0c3035203faf3e57f8.SPYGAMES 0.360013
refset/5c22af111d57f83efe95f7b83b8c8312b57ec8e0.SWIZZOR refset/078dc557bb1c8fbfb88dec6802b8c47537c2dc05.SWIZZOR 0.23463
refset/5c464c1af25a0a5cdfdd771a7e0a431c33a4fff6.DORFDO refset/7c2bc7b2aefc0ca0709bcf763c7e4c4a2fb5cb35.ZHELATIN 0.515313
refset/5c47a43b136783a582bb9f2c12724a1bd40ecf7f.ADULTBROWSER refset/b9c47d6e5247dd629325ce23bc9f4afd9b988ca3.ADULTBROWSER 0.134868
refset/5c4c7111aac25365b71665fc4ae48ceb86c9c997.EJIK refset/55ad492e7ba654cbf6f6908ec1ef2a36dc552085.EJIK 0.463212
refset/5c591aa627d0b9946de99f2d6b1b367031741b8a.CASINO refset/0058780b175c3ce5e244f595951f611b8a24bee2.CASINO 0.307247
refset/5c6a0edd0e565160307d8f7b536fcc83d7ea57cf.CASINO refset/de41187750d4dd0df678ec8a74dee8a83502b6f6.CASINO 0.579454
refset/5c84835d0d527b7fe96b833511ef0f2ca9e12b7c.VAPSUP refset/5c84835d0d527b7fe96b833511ef0f2ca9e12b7c.VAPSUP 0.000345267
refset/5c99eb976f866d241d855d10739c43f45acbdccb.VIKING_DZ refset/6bc6dc01ce05d3fe5b3061777839e809b624e4ee.VIKING_DZ 0.597243
refset/5cd2609aa17ddff93ca976de49d81c38dc81e309.SALITY refset/1bf853c278eb40d9d44022d7c7e67acb77d7d6ad.SALITY 0.638345
refset/5cf0ee4feab6f8078cd7d6e9d339e6d92faa5994.PODNUHA refset/39cd410ca6955649b7e0e096ae6b000278501332.PODNUHA 0.327906
refset/5cf32e54edca96f37ae89b26b11383efe20e64dc.ALLAPLE refset/135ab6d4fde54c928181819f67d2838aa9eeef57.ALLAPLE 0.333186
refset/5d14c9265de9a0697b3c07c961b7c0861755ac24.ADULTBROWSER refset/b9c47d6e5247dd629325ce23bc9f4afd9b988ca3.ADULTBROWSER 0.117882
refset/5d2c4f2ca9f50f73fff241941914407d65ec8ab5.SWIZZOR refset/078dc557bb1c8fbfb88dec6802b8c47537c2dc05.SWIZZOR 0.307939
refset/5d34b3f7d2e84b75faa91e2105c1eab195496708.DORFDO refset/7c2bc7b2aefc0ca0709bcf763c7e4c4a2fb5cb35.ZHELATIN 0.521288
refset/5d3960e848de81694872d0fee0c256bff57b799e.ROTATOR refset/0a55c0c00f005ff80f20f2c10132fddf6afc397f.ROTATOR 0.337979
refset/5d56b2bcf760a0ba6cecee9ec02652ed2d117c1f.MAGICCASINO refset/5717382026e3115e738e0b600ef74a74e9ea0599.MAGICCASINO 0.358274
refset/5d5982cec774d1c3982c2da306e826a50d2317c3.PODNUHA refset/39cd410ca6955649b7e0e096ae6b000278501332.PODNUHA 0.327906
refset/5d5a221934681929d32f454b77ca40fbb97399fd.PODNUHA refset/39cd410ca6955649b7e0e096ae6b000278501332.PODNUHA 0.327906
refset/5d5b81698719b0f6d29d081a1158e6b0b70a2d37.ROTATOR refset/bda76bba4da7feca4c8332033e56405ac67a6c1b.ROTATOR 0.511985
refset/5d5ce66c99939d97d752b56999b370b6450c21f8.VIKING_DLL refset/422c7f0655a7ceff4860b7031efc48dfa4198098.VIKING_DLL 0.138915
refset/5d5d157bc9187ab172702610fb92784ce5ca4f6c.ZHELATIN refset/5d5d157bc9187ab172702610fb92784ce5ca4f6c.ZHELATIN 0
refset/5d8ae8a4b990985b03b3bd3c2939389c253d5fdc.VIKING_DLL refset/422c7f0655a7ceff4860b7031efc48dfa4198098.VIKING_DLL 0.144949
refset/5de005275a969ab258fcb946589879b680d4d7ae.ROTATOR refset/bda76bba4da7feca4c8332033e56405ac67a6c1b.ROTATOR 0.510287
refset/5de3fa69168abe17fee17bce15aca09739a97975.ROTATOR refset/6b3d2f6c10d62ca0006abac0fb80377f979cf29f.ROTATOR 0.480749
refset/5de683a78c16749ed58dfd324bda4fce60e79de6.DORFDO refset/7c2bc7b2aefc0ca0709bcf763c7e4c4a2fb5cb35.ZHELATIN 0.540455
refset/5e3daea7ee834505f30b89a2d008ac8c01cbd620.DORFDO refset/7c2bc7b2aefc0ca0709bcf763c7e4c4a2fb5cb35.ZHELATIN 0.515313
refset/5e3f3f1344064e2f828048e4915c543cb203ccab.PODNUHA refset/39cd410ca6955649b7e0e096ae6b000278501332.PODNUHA 0.327906
refset/5e5ddf0255e9765c8ef87260c7c5e5e32fbf852b.SWIZZOR refset/078dc557bb1c8fbfb88dec6802b8c47537c2dc05.SWIZZOR 0.302581
refset/5eaadd92133856d572e02d85c85bb9b2ed5067dc.ZHELATIN refset/5eaadd92133856d572e02d85c85bb9b2ed5067dc.ZHELATIN 0
refset/5ed4c6606023ed360b633a1c9fc8a3e1382196d3.ALLAPLE refset/135ab6d4fde54c928181819f67d2838aa9eeef57.ALLAPLE 0.292824
refset/5ee483107c0e57481eac045e653359a6463d3914.ROTATOR refset/3f02115c6793d94d8bfb5f23a0b1ea72f4257fc2.ROTATOR 0.403992
refset/5ee66476372ab36092d058ee66b892af61fd67f8.LOOPER refset/5ee66476372ab36092d058ee66b892af61fd67f8.LOOPER 0
refset/5eead19577885a8de2783ecce5150f08fbb319ff.MAGICCASINO refset/5717382026e3115e738e0b600ef74a74e9ea0599.MAGICCASINO 0.280483
refset/5efd7584fa019e4acd148d9d77d49a327f6f4af2.ADULTBROWSER refset/b9c47d6e5247dd629325ce23bc9f4afd9b988ca3.ADULTBROWSER 0.134804
refset/5f02e37b9375c09b4787f43eef41c2b88ba787d2.LOOPER refset/5f02e37b9375c09b4787f43eef41c2b88ba787d2.LOOPER 0
refset/5f03a58a10158d4d7cf00fde969332e5ca7b880b.ALLAPLE refset/135ab6d4fde54c928181819f67d2838aa9eeef57.ALLAPLE 0.31464
refset/5f08450344bcaccbdadc18d8640a3cb52067608a.DORFDO refset/7c2bc7b2aefc0ca0709bcf763c7e4c4a2fb5cb35.ZHELATIN 0.521288
refset/5f0f3186656d82185f1b18ca6f0c50ce63f736d0.BANCOS refset/0e2ab5a0306a5d68a01ba5e693d6f16110f25497.BANCOS 0.356518
refset/5f28a7f80aa544b04f95ae947af76395754db1ee.SWIZZOR refset/078dc557bb1c8fbfb88dec6802b8c47537c2dc05.SWIZZOR 0.304325
refset/5f3f5c8fd12a5043941fd75c4391d25adf374575.SPYGAMES refset/d3988e4e2727c4dd37f68d0c3035203faf3e57f8.SPYGAMES 0.311653
refset/5f48b50baff6bae6dd8bdc87a8f9e2fa2f85ed48.SWIZZOR refset/078dc557bb1c8fbfb88dec6802b8c47537c2dc05.SWIZZOR 0.300059
refset/5f516e2cdfa7be2e5c4abe14845f763e5f57064d.ADULTBROWSER refset/b9c47d6e5247dd629325ce23bc9f4afd9b988ca3.ADULTBROWSER 0.130745
refset/5f5c091200d3cd2a05436a42719e760d774dcb29.CASINO refset/0058780b175c3ce5e244f595951f611b8a24bee2.CASINO 0.614501
refset/5f68637f273c17b5594156c49dfe951b503d01d9.MAGICCASINO refset/5717382026e3115e738e0b600ef74a74e9ea0599.MAGICCASINO 0.272727
refset/5f74f5196b46121bb30c23260e414f0cf5a9ddd3.PODNUHA refset/39cd410ca6955649b7e0e096ae6b000278501332.PODNUHA 0.327906
refset/5faaafa1303547d0b1115bd931e9467ccd4269ff.ROTATOR refset/3f02115c6793d94d8bfb5f23a0b1ea72f4257fc2.ROTATOR 0.484375
refset/5fe083e4e483582cd8171e3b6622c7ad77892cb8.SPYGAMES refset/d3988e4e2727c4dd37f68d0c3035203faf3e57f8.SPYGAMES 0.342844
refset/60417309cf70f9e2b7808a8fe3cb71529963353a.ALLAPLE refset/135ab6d4fde54c928181819f67d2838aa9eeef57.ALLAPLE 0.326407
refset/608fad58702dba6a15c6db1cf2f60cac5f67a257.SWIZZOR refset/078dc557bb1c8fbfb88dec6802b8c47537c2dc05.SWIZZOR 0.303719
refset/609900f918f9c7633294b579189249ebc7ace4f5.ALLAPLE refset/135ab6d4fde54c928181819f67d2838aa9eeef57.ALLAPLE 0.325234
refset/609ab60929969cfdd28f39ccc19d25f5801f3656.ADULTBROWSER refset/b9c47d6e5247dd629325ce23bc9f4afd9b988ca3.ADULTBROWSER 0.138675
refset/60b2e3a7edcb3076d3823ae303dbcbbdc1255e93.EJIK refset/55ad492e7ba654cbf6f6908ec1ef2a36dc552085.EJIK 0.446428
refset/60ba4e9cbfef0f5a5291068c918dc18d5386912b.ADULTBROWSER refset/b9c47d6e5247dd629325ce23bc9f4afd9b988ca3.ADULTBROWSER 0.134804
refset/60c2893a6f0b0985825d825978153b1bb552ea91.RBOT refset/d3988e4e2727c4dd37f68d0c3035203faf3e57f8.SPYGAMES 0.476683
refset/60c2d8d47d6b1aa43452fa3e2caff57b7a13d40a.ROTATOR refset/bda76bba4da7feca4c8332033e56405ac67a6c1b.ROTATOR 0.521243
refset/60ea952245fb5f58389fa13e5e91d549230a8ce3.SALITY refset/66422bb4808240fc4c0969c6ada0cd58cf9cf433.SALITY 0.388069
